source,folder,folder_ts,n_files,total_bytes,n_tmp_files,has_manifest,manifest_parse,manifest_status,manifest_schema,labels,placement,activity,position,label_status,duration_s,expected_chunks,manifest_chunks,n_warnings,n_errors,n_radar_bin,radar_frames,radar_bytes,radar_bin_bad,has_npz,npz_ok,npz_radar_frames,npz_csi_samples,npz_sense_samples,npz_camera_frames,n_csi_files,csi_lines,csi_bytes,csi_nonempty_files,has_xytracking,xytracking_ok,has_ha_status,has_sense_error
train_minutes,20260817_2159,1787018340.0,60,30342750,0,True,json,collecting,thoth-minute-manifest/v4,t1_sleep,t1,sleep,,ok,58.0,58,55,1,1,55,550,20281800,0,False,,,,,,2,6502,3503424,1,True,True,True,False
train_minutes,20260817_2200,1787018400.0,48,27646866,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,119.92899990081787,43,43,1,0,43,430,15856680,0,False,,,,,,2,6205,3340209,2,True,True,True,False
train_minutes,20260817_2201,1787018460.0,58,29684030,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,122.76500010490417,53,53,3,0,53,530,19544280,0,False,,,,,,2,6403,3444493,1,True,True,True,False
train_minutes,20260817_2202,1787018520.0,62,30904725,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,114.5239999294281,57,57,3,0,57,570,21019320,0,False,,,,,,2,6394,3441169,1,True,True,True,False
train_minutes,20260817_2203,1787018580.0,58,28687281,0,True,json,partial,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,150.45700001716614,53,53,2,1,53,530,19544280,0,False,,,,,,2,6749,3624900,1,True,True,True,False
train_minutes,20260817_2204,1787018640.0,45,23062417,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,113.10999989509583,40,40,2,0,40,400,14750400,0,False,,,,,,2,6252,3351388,1,True,True,True,False
train_minutes,20260817_2205,1787018700.0,61,31076649,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,105.71099996566772,56,56,2,0,56,560,20650560,0,False,,,,,,2,6078,3248931,1,True,True,True,False
train_minutes,20260817_2206,1787018760.0,59,30065200,1,True,json,collecting,thoth-minute-manifest/v4,t1_sleep,t1,sleep,,ok,58.0,58,53,1,0,53,530,19544280,0,False,,,,,,2,6298,3374679,1,True,True,True,False
train_minutes,20260817_2207,1787018820.0,49,24436181,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,108.16499996185303,44,44,2,0,44,440,16225440,0,False,,,,,,2,5164,2769746,1,True,True,True,False
train_minutes,20260817_2208,1787018880.0,62,32026146,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,130.92899990081787,57,57,3,0,57,570,21019320,0,False,,,,,,2,6179,3326755,1,True,True,True,False
train_minutes,20260817_2209,1787018940.0,55,22204686,0,True,json,collecting,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,156.05599999427795,50,50,2,1,50,500,18438000,0,False,,,,,,2,6492,3481911,1,True,True,True,False
train_minutes,20260817_2210,1787019000.0,60,29756302,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,149.30299997329712,55,55,2,0,55,550,20281800,0,False,,,,,,2,6219,3337118,1,True,True,True,False
train_minutes,20260817_2211,1787019060.0,10,6400871,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,60.53399991989136,5,5,2,0,5,50,1843800,0,False,,,,,,2,5935,3185228,2,True,True,True,False
train_minutes,20260817_2212,1787019120.0,56,27691404,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,91.27099990844727,51,51,2,0,51,510,18806760,0,False,,,,,,2,5741,3085133,2,True,True,True,False
train_minutes,20260817_2213,1787019180.0,59,29717772,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,135.27300000190735,54,54,1,0,54,540,19913040,0,False,,,,,,2,7010,3762026,2,True,True,True,False
train_minutes,20260817_2214,1787019240.0,55,27554740,0,True,json,collecting,thoth-minute-manifest/v4,t1_sleep,t1,sleep,,ok,58.0,58,50,1,1,50,500,18438000,0,False,,,,,,2,5989,3211820,2,True,True,True,False
train_minutes,20260817_2215,1787019300.0,48,24009813,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,113.20000004768372,43,43,2,0,43,430,15856680,0,False,,,,,,2,5887,3159722,1,True,True,True,False
train_minutes,20260817_2216,1787019360.0,62,24366612,0,True,json,partial,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,150.77699995040894,57,57,2,1,57,570,21019320,0,False,,,,,,2,5787,3108266,1,True,True,True,False
train_minutes,20260817_2217,1787019420.0,58,28818710,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,115.12100005149841,53,53,2,0,53,530,19544280,0,False,,,,,,2,6205,3327743,1,True,True,True,False
train_minutes,20260817_2218,1787019480.0,34,17888127,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,58.967000007629395,29,29,2,0,29,290,10694040,0,False,,,,,,2,6586,3535078,2,True,True,True,False
train_minutes,20260817_2219,1787019540.0,53,26533294,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,94.99699997901917,48,48,2,0,48,480,17700480,0,False,,,,,,2,6028,3231190,1,True,True,True,False
train_minutes,20260817_2220,1787019600.0,61,30387896,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,72.79800009727478,56,56,1,0,56,560,20650560,0,False,,,,,,2,6371,3418285,2,True,True,True,False
train_minutes,20260817_2221,1787019660.0,58,28964076,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,144.41799998283386,53,53,1,0,53,530,19544280,0,False,,,,,,2,6449,3473107,2,True,True,True,False
train_minutes,20260817_2222,1787019720.0,46,23105421,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,103.46000003814697,41,41,1,0,41,410,15119160,0,False,,,,,,2,5902,3183524,2,True,True,True,False
train_minutes,20260817_2223,1787019780.0,11,7311477,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,58.76699995994568,6,6,1,0,6,60,2212560,0,False,,,,,,2,6750,3632406,2,True,True,True,False
train_minutes,20260817_2224,1787019840.0,62,31402958,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,60.765000104904175,57,57,2,0,57,570,21019320,0,False,,,,,,2,7525,4055344,2,True,True,True,False
train_minutes,20260817_2225,1787019900.0,62,31393647,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,81.09299993515015,57,57,2,0,57,570,21019320,0,False,,,,,,2,7508,4045888,1,True,True,True,False
train_minutes,20260817_2226,1787019960.0,59,29242527,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,146.0130000114441,54,54,2,0,54,540,19913040,0,False,,,,,,2,6110,3287376,1,True,True,True,False
train_minutes,20260817_2227,1787020020.0,44,22336624,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,89.35199999809265,39,39,1,0,39,390,14381640,0,False,,,,,,2,6202,3343148,2,True,True,True,False
train_minutes,20260817_2228,1787020080.0,9,6651716,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,58.76699995994568,4,4,3,0,4,40,1475040,0,False,,,,,,2,7248,3900677,1,True,True,True,False
train_minutes,20260817_2229,1787020140.0,62,31243291,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,65.7720000743866,57,57,1,0,57,570,21019320,0,False,,,,,,2,7231,3895783,2,True,True,True,False
train_minutes,20260817_2230,1787020200.0,56,28777721,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,131.25500011444092,51,51,1,0,51,510,18806760,0,False,,,,,,2,6182,3331775,2,True,True,True,False
train_minutes,20260817_2231,1787020260.0,60,29562181,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,93.92000007629395,55,55,2,0,55,550,20281800,0,False,,,,,,2,5583,3007658,1,True,True,True,False
train_minutes,20260817_2232,1787020320.0,10,7077483,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,58.763999938964844,5,5,3,0,5,50,1843800,0,False,,,,,,2,7169,3862349,1,True,True,True,False
train_minutes,20260817_2233,1787020380.0,62,32450780,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,59.85599994659424,57,57,3,0,57,570,21019320,0,False,,,,,,2,7442,4012680,1,True,True,True,False
train_minutes,20260817_2234,1787020440.0,62,31241370,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,151.3880000114441,57,57,3,0,57,570,21019320,0,False,,,,,,2,6455,3480715,1,True,True,True,False
train_minutes,20260817_2235,1787020500.0,56,28159177,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,144.73399996757507,51,51,2,0,51,510,18806760,0,False,,,,,,2,6318,3394015,1,True,True,True,False
train_minutes,20260817_2236,1787020560.0,51,26249616,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,96.21099996566772,46,46,2,0,46,460,16962960,0,False,,,,,,2,5737,3089383,1,True,True,True,False
train_minutes,20260817_2237,1787020620.0,18,11091517,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,58.88100004196167,13,13,1,0,13,130,4793880,0,False,,,,,,2,6387,3442075,2,True,True,True,False
train_minutes,20260817_2238,1787020680.0,61,34515333,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,109.8420000076294,56,56,2,0,56,560,20650560,0,False,,,,,,2,7055,3797683,1,True,True,True,False
train_minutes,20260817_2239,1787020740.0,55,28620089,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,149.70499992370605,50,50,2,0,50,500,18438000,0,False,,,,,,2,6767,3641259,1,True,True,True,False
train_minutes,20260817_2240,1787020800.0,54,27101636,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,108.94600009918213,49,49,2,0,49,490,18069240,0,False,,,,,,2,5651,3042631,1,True,True,True,False
train_minutes,20260817_2241,1787020860.0,61,30146991,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,108.12899994850159,56,56,2,0,56,560,20650560,0,False,,,,,,2,5837,3150485,1,True,True,True,False
train_minutes,20260817_2242,1787020920.0,62,33000060,0,True,json,collecting,thoth-minute-manifest/v4,t1_sleep,t1,sleep,,ok,58.0,58,57,1,1,57,570,21019320,0,False,,,,,,2,6415,3464543,1,True,True,True,False
train_minutes,20260817_2243,1787020980.0,59,27585004,1,True,json,collecting,thoth-minute-manifest/v4,t1_sleep,t1,sleep,,ok,58.0,58,53,1,0,53,530,19544280,0,False,,,,,,2,6058,3272575,1,True,True,True,False
train_minutes,20260817_2244,1787021040.0,39,19228669,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,99.71799993515015,34,34,2,0,34,340,12537840,0,False,,,,,,2,4721,2554801,1,True,True,True,False
train_minutes,20260817_2245,1787021100.0,30,16156575,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,58.94000005722046,25,25,2,0,25,250,9219000,0,False,,,,,,2,6778,3660059,2,True,True,True,False
train_minutes,20260817_2246,1787021160.0,62,31112449,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,92.02999997138977,57,57,3,0,57,570,21019320,0,False,,,,,,2,6975,3764385,1,True,True,True,False
train_minutes,20260817_2247,1787021220.0,49,24390964,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,117.70099997520447,44,44,2,0,44,440,16225440,0,False,,,,,,2,5876,3171927,1,True,True,True,False
train_minutes,20260817_2248,1787021280.0,43,22870422,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,66.66400003433228,38,38,3,0,38,380,14012880,0,False,,,,,,2,6150,3321502,1,True,True,True,False
train_minutes,20260817_2249,1787021340.0,62,30807083,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,112.01500010490417,57,57,3,0,57,570,21019320,0,False,,,,,,2,6409,3459522,1,True,True,True,False
train_minutes,20260817_2250,1787021400.0,62,32702288,0,True,json,collecting,thoth-minute-manifest/v4,t1_sleep,t1,sleep,,ok,58.0,58,57,2,1,57,570,21019320,0,False,,,,,,2,6362,3433806,1,True,True,True,False
train_minutes,20260817_2251,1787021460.0,56,27796061,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,119.02699995040894,51,51,2,0,51,510,18806760,0,False,,,,,,2,5994,3233333,1,True,True,True,False
train_minutes,20260817_2252,1787021520.0,61,24079903,0,True,json,partial,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,154.7130000591278,56,56,2,1,56,560,20650560,0,False,,,,,,2,5919,3192506,1,True,True,True,False
train_minutes,20260817_2253,1787021580.0,49,24713846,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,125.74799990653992,44,44,2,0,44,440,16225440,0,False,,,,,,2,6302,3399686,1,True,True,True,False
train_minutes,20260817_2254,1787021640.0,60,23744987,0,True,json,partial,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,151.4079999923706,55,55,2,1,55,550,20281800,0,False,,,,,,2,6015,3241204,1,True,True,True,False
train_minutes,20260817_2255,1787021700.0,46,23018219,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,114.09499979019165,41,41,2,0,41,410,15119160,0,False,,,,,,2,5733,3095560,1,True,True,True,False
train_minutes,20260817_2256,1787021760.0,62,30530707,1,True,json,collecting,thoth-minute-manifest/v4,t1_sleep,t1,sleep,,ok,58.0,58,56,2,0,56,560,20650560,0,False,,,,,,2,6197,3349115,1,True,True,True,False
train_minutes,20260817_2257,1787021820.0,50,24686808,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,111.00600004196167,45,45,2,0,45,450,16594200,0,False,,,,,,2,5558,3003441,1,True,True,True,False
train_minutes,20260817_2258,1787021880.0,61,30113450,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,110.19799995422363,56,56,3,0,56,560,20650560,0,False,,,,,,2,5971,3229911,1,True,True,True,False
train_minutes,20260817_2259,1787021940.0,50,25032869,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,101.66700005531311,45,45,2,0,45,450,16594200,0,False,,,,,,2,6027,3254653,1,True,True,True,False
train_minutes,20260817_2300,1787022000.0,62,30755864,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,81.61100006103516,57,57,2,0,57,570,21019320,0,False,,,,,,2,6335,3408181,1,True,True,True,False
train_minutes,20260817_2301,1787022060.0,14,8534604,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,60.15700006484985,9,9,3,0,9,90,3318840,0,False,,,,,,2,6440,3463212,1,True,True,True,False
train_minutes,20260817_2302,1787022120.0,62,31302809,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,78.99600005149841,57,57,2,0,57,570,21019320,0,False,,,,,,2,7344,3955347,1,True,True,True,False
train_minutes,20260817_2303,1787022180.0,61,30678495,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,76.03500008583069,56,56,2,0,56,560,20650560,0,False,,,,,,2,6888,3709004,1,True,True,True,False
train_minutes,20260817_2304,1787022240.0,57,28007880,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,98.97900009155273,52,52,2,0,52,520,19175520,0,False,,,,,,2,5536,2980360,1,True,True,True,False
train_minutes,20260817_2305,1787022300.0,58,28902597,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,123.24300003051758,53,53,2,0,53,530,19544280,0,False,,,,,,2,6468,3487301,1,True,True,True,False
train_minutes,20260817_2306,1787022360.0,53,26010992,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,100.54500007629395,48,48,2,0,48,480,17700480,0,False,,,,,,2,5283,2840430,2,True,True,True,False
train_minutes,20260817_2307,1787022420.0,55,27175257,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,128.3090000152588,50,50,2,0,50,500,18438000,0,False,,,,,,2,5707,3076360,1,True,True,True,False
train_minutes,20260817_2308,1787022480.0,55,27644990,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,115.85500001907349,50,50,2,0,50,500,18438000,0,False,,,,,,2,6594,3546268,1,True,True,True,False
train_minutes,20260817_2309,1787022540.0,62,30724908,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,130.44199991226196,57,57,2,0,57,570,21019320,0,False,,,,,,2,6261,3377577,1,True,True,True,False
train_minutes,20260817_2310,1787022600.0,46,23117331,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,83.50999999046326,41,41,2,0,41,410,15119160,0,False,,,,,,2,5935,3195479,1,True,True,True,False
train_minutes,20260817_2311,1787022660.0,10,6980808,0,True,json,success,thoth-minute-manifest/v5,t1_sleep,t1,sleep,,ok,58.76099991798401,5,5,3,0,5,50,1843800,0,False,,,,,,2,6989,3765650,1,True,True,True,False
