source,folder,category,detail
test_minutes,20260916_2257,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2258,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2258,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2259,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2259,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2300,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2300,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2301,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2301,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2302,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2302,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2303,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2303,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2304,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2304,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2305,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2305,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2306,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2306,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2307,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2307,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2308,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2308,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2309,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2309,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2310,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2310,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2311,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2311,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2312,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2312,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2313,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2313,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2314,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2314,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2315,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2315,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2316,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2316,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2317,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2317,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2318,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2318,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2319,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2319,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2320,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2320,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2321,leftover_tmp,1 .tmp file(s): .capture.npz.62611.tmp
test_minutes,20260916_2321,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260916_2321,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2321,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2321,chunk_count_mismatch,expected_chunks=58 but 57 radar_*.bin on disk
test_minutes,20260916_2322,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260916_2322,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2322,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2322,chunk_count_mismatch,expected_chunks=58 but 5 radar_*.bin on disk
test_minutes,20260916_2323,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260916_2323,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2323,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2323,chunk_count_mismatch,expected_chunks=58 but 1 radar_*.bin on disk
test_minutes,20260916_2324,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2324,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2325,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2325,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2326,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2326,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2327,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2327,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2328,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2328,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2329,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2329,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2330,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2330,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2331,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2331,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2332,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2332,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2333,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2333,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2334,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2334,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2335,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2335,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2336,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2336,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2337,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2337,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2338,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2338,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2339,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2339,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2340,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2340,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2341,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2341,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2342,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2342,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2343,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260916_2343,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2343,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2343,chunk_count_mismatch,expected_chunks=58 but 13 radar_*.bin on disk
test_minutes,20260916_2344,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260916_2344,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2344,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2344,chunk_count_mismatch,expected_chunks=58 but 40 radar_*.bin on disk
test_minutes,20260916_2345,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2345,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2346,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2346,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2347,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2347,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2348,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260916_2348,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2348,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2348,chunk_count_mismatch,expected_chunks=58 but 33 radar_*.bin on disk
test_minutes,20260916_2349,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2349,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2350,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2350,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2351,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2351,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2352,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2352,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2353,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2353,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2354,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2354,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2355,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2355,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2356,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2356,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2357,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2357,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2358,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2358,missing_xytracking,no xy-tracking.json
test_minutes,20260916_2359,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260916_2359,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0000,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0000,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0001,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0001,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0002,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0002,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0003,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0003,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0004,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0004,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0005,leftover_tmp,1 .tmp file(s): .capture.npz.82830.tmp
test_minutes,20260917_0005,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0005,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0005,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0005,chunk_count_mismatch,expected_chunks=58 but 52 radar_*.bin on disk
test_minutes,20260917_0006,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0006,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0006,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0006,chunk_count_mismatch,expected_chunks=58 but 2 radar_*.bin on disk
test_minutes,20260917_0007,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0007,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0008,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0008,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0009,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0009,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0010,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0010,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0011,leftover_tmp,1 .tmp file(s): .capture.npz.83347.tmp
test_minutes,20260917_0011,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0011,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0011,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0011,chunk_count_mismatch,expected_chunks=58 but 50 radar_*.bin on disk
test_minutes,20260917_0012,leftover_tmp,1 .tmp file(s): .capture.npz.83471.tmp
test_minutes,20260917_0012,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0012,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0012,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0012,chunk_count_mismatch,expected_chunks=58 but 52 radar_*.bin on disk
test_minutes,20260917_0013,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0013,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0013,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0013,chunk_count_mismatch,expected_chunks=58 but 2 radar_*.bin on disk
test_minutes,20260917_0014,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0014,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0015,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0015,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0016,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0016,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0017,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0017,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0018,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0018,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0019,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0019,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0020,leftover_tmp,1 .tmp file(s): .capture.npz.84136.tmp
test_minutes,20260917_0020,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0020,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0020,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0020,chunk_count_mismatch,expected_chunks=58 but 57 radar_*.bin on disk
test_minutes,20260917_0021,leftover_tmp,1 .tmp file(s): .capture.npz.84197.tmp
test_minutes,20260917_0021,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0021,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0021,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0021,chunk_count_mismatch,expected_chunks=58 but 45 radar_*.bin on disk
test_minutes,20260917_0022,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0022,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0022,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0022,chunk_count_mismatch,expected_chunks=58 but 23 radar_*.bin on disk
test_minutes,20260917_0023,missing_manifest,no manifest.json
test_minutes,20260917_0023,missing_radar,no capture.npz and no radar_*.bin
test_minutes,20260917_0023,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0024,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0024,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0025,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0025,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0026,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0026,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0026,manifest_error,Radar analysis exceeded its shutdown deadline.
test_minutes,20260917_0026,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0027,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0027,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0028,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0028,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0029,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0029,manifest_error,Radar analysis exceeded its shutdown deadline.
test_minutes,20260917_0029,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0030,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0030,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0031,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0031,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0032,leftover_tmp,1 .tmp file(s): .capture.npz.84742.tmp
test_minutes,20260917_0032,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0032,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0032,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0032,chunk_count_mismatch,expected_chunks=58 but 30 radar_*.bin on disk
test_minutes,20260917_0033,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0033,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0033,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0033,chunk_count_mismatch,expected_chunks=58 but 29 radar_*.bin on disk
test_minutes,20260917_0034,leftover_tmp,1 .tmp file(s): manifest.json.tmp
test_minutes,20260917_0034,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0034,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0034,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0034,chunk_count_mismatch,expected_chunks=58 but 20 radar_*.bin on disk
test_minutes,20260917_0036,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0036,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0037,leftover_tmp,1 .tmp file(s): .capture.npz.85014.tmp
test_minutes,20260917_0037,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0037,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0037,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0037,chunk_count_mismatch,expected_chunks=58 but 35 radar_*.bin on disk
test_minutes,20260917_0038,leftover_tmp,1 .tmp file(s): .capture.npz.85093.tmp
test_minutes,20260917_0038,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0038,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0038,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0038,chunk_count_mismatch,expected_chunks=58 but 20 radar_*.bin on disk
test_minutes,20260917_0039,leftover_tmp,1 .tmp file(s): manifest.json.tmp
test_minutes,20260917_0039,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0039,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0039,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0039,chunk_count_mismatch,expected_chunks=58 but 23 radar_*.bin on disk
test_minutes,20260917_0040,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0040,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0040,missing_radar,no capture.npz and no radar_*.bin
test_minutes,20260917_0040,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0042,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0042,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0043,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0043,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0044,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0044,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0045,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0045,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0045,manifest_error,Radar analysis exceeded its shutdown deadline.
test_minutes,20260917_0045,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0046,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0046,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0047,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0047,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0048,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0048,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0049,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0049,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0050,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0050,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0051,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0051,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0052,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0052,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0052,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0052,chunk_count_mismatch,expected_chunks=58 but 31 radar_*.bin on disk
test_minutes,20260917_0053,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0053,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0054,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0054,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0055,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0055,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0056,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0056,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0057,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0057,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0058,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0058,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0059,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0059,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0100,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0100,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0101,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0101,manifest_error,Radar analysis exceeded its shutdown deadline.
test_minutes,20260917_0101,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0102,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0102,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0103,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0103,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0104,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0104,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0104,manifest_error,'GPIO busy'
test_minutes,20260917_0104,manifest_error,Radar analysis exceeded its shutdown deadline.
test_minutes,20260917_0104,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0105,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0105,manifest_error,Radar analysis exceeded its shutdown deadline.
test_minutes,20260917_0105,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0106,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0106,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0107,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0107,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0108,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0108,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0109,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0109,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0110,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0110,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0111,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0111,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0112,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0112,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0112,manifest_error,Radar analysis exceeded its shutdown deadline.
test_minutes,20260917_0112,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0113,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0113,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0114,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0114,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0114,manifest_error,Radar analysis exceeded its shutdown deadline.
test_minutes,20260917_0114,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0115,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0115,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0116,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0116,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0117,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0117,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0118,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0118,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0119,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0119,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0120,unknown_label,label 'collecting' not in taxonomy
test_minutes,20260917_0120,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0120,manifest_error,Radar analysis exceeded its shutdown deadline.
test_minutes,20260917_0120,missing_xytracking,no xy-tracking.json
test_minutes,20260917_0121,manifest_error,Sense HAT capture failed: Cannot detect RPi-Sense FB device
test_minutes,20260917_0121,missing_xytracking,no xy-tracking.json
